wallet_address,EmployeeID,Name,Department,Role,BaseSalary,Attendance (%),WorkHours (avg/week),PerformanceScore (0–100),ProjectCompletionRate (%),BehaviourScore (0–100),SkillScore (0–100),ExperienceYears,TrainingCompleted (Yes/No),CertificationsCount,ReputationScore (weighted composite),AppraisalEligibility (Yes/No),ProposedSalaryIncrement (%),PreviousAppraisals,EmployeeWalletAddress,ReviewerWalletAddress,DAOEligible (Yes/No),appraisal_year,eligible,sbt_token_id,zk_proof_hash,hr_signature
0x0000000000000000000000000000000000000225,EMP1224,CCRTL BUFXLY,Marketing,Manager,43599,60,46,72,56,56,63,7,No,5,59.4,No,0,2,0x70768da69fe29012a5c644f8c3b7911e113d5e84,0x73a23387ca65fc744a5b327596457151f470cb52,No,2026,True,225,zkproof_0225_hash,HR_SIGN_0225
0x0000000000000000000000000000000000000226,EMP1225,ZWTJT JABQRF,Engineering,Manager,128853,72,54,20,64,50,70,23,No,6,39.6,No,0,2,0x48c6d7266ef70cbcd780566b9f16d6cc06c28332,0x225e5bf5ee1a3a79e451f4b1998345b54c1b2b40,No,2026,False,226,zkproof_0226_hash,HR_SIGN_0226
0x0000000000000000000000000000000000000227,EMP1226,DMAZA WOFPIP,Marketing,Engineer,50183,99,55,74,83,69,99,2,Yes,5,73.6,Yes,9,0,0xad190d419b675296299ebdfa5f0ebacb0f5c955f,0xf1763350d85b3c80b597efd2ba1ae5068b190cd9,No,2026,True,227,zkproof_0227_hash,HR_SIGN_0227
0x0000000000000000000000000000000000000228,EMP1227,LPAXL VGNLRT,R&D,Intern,78812,94,55,90,73,63,41,11,No,6,61.5,No,0,0,0x5be0a38a46e609d24fa6049af436af6f9192995b,0xca885bb3de6e071b1e9c0ae25722bafd0aef1f6f,No,2026,True,228,zkproof_0228_hash,HR_SIGN_0228
0x0000000000000000000000000000000000000229,EMP1228,TMDEG TMUTOZ,Engineering,Lead,117469,87,41,69,91,61,63,13,Yes,9,59.6,No,0,4,0x272beee6baba90ae797bddbd5de4d9712fe9aa47,0xd072240fc15a5c3b4001d30b9d99e85cf346fc81,No,2026,True,229,zkproof_0229_hash,HR_SIGN_0229
0x0000000000000000000000000000000000000230,EMP1229,SYHUM ZPOMQJ,IT,Manager,122048,98,54,74,48,95,72,0,No,8,71.0,Yes,13,1,0x5aa789a8ce2767e16ab160ee555565481f2177cc,0x0089a3ae3906ae28faed354c00bdfc69570bfced,No,2026,True,230,zkproof_0230_hash,HR_SIGN_0230
0x0000000000000000000000000000000000000231,EMP1230,PKRHM VYSAOX,Marketing,Engineer,139132,83,54,27,76,93,57,5,No,2,46.7,No,0,1,0x0fc452839fa52ae8cdefd2e9112bb4001836aa16,0xfd728330253908ee88b0c310ae0217f1a67e56b2,No,2026,False,231,zkproof_0231_hash,HR_SIGN_0231
0x0000000000000000000000000000000000000232,EMP1231,HKPEP SNLCDC,Operations,Engineer,107837,77,51,67,73,99,78,12,Yes,4,70.4,Yes,10,4,0x4f284ebeae753f871b7c6e69230c269f1f379918,0x6c126904a74d48641f69ceccf0506da0efe2e10a,No,2026,True,232,zkproof_0232_hash,HR_SIGN_0232
0x0000000000000000000000000000000000000233,EMP1232,ONFZW RHDMZQ,Engineering,Engineer,60889,89,53,61,46,56,54,2,No,1,51.9,No,0,3,0xaceb3c4ae8476d61e1a9c8263229bdaa7ea6cf9c,0xeb6c0540b90395924dd2751a6ce84d34cb6b1f00,No,2026,True,233,zkproof_0233_hash,HR_SIGN_0233
0x0000000000000000000000000000000000000234,EMP1233,FDIUS SKVPOZ,R&D,Engineer,90753,97,55,3,89,64,70,17,No,5,35.5,No,0,3,0x8662a8e2fdfc78156c1ba71a5835a3a5823458bb,0x33b8753f3b811cef22524629c38601683db1378e,No,2026,False,234,zkproof_0234_hash,HR_SIGN_0234
0x0000000000000000000000000000000000000235,EMP1234,TWXRC DVCAUC,Engineering,Analyst,81863,90,46,63,59,85,68,17,Yes,9,63.5,No,0,4,0xf3b9e1305bcb49525d8080358b71e53feb16b7d6,0x56f63651af561498738117fd235a83722eef40fa,No,2026,True,235,zkproof_0235_hash,HR_SIGN_0235
0x0000000000000000000000000000000000000236,EMP1235,SBHIQ HFNCTX,Operations,Developer,81521,89,52,21,58,99,51,22,No,4,43.9,No,0,2,0xcf8d4b639171d75d72afb5f267453f45d9d876af,0x64645ab0cc47d1370a2e865a56623805b07d169b,No,2026,False,236,zkproof_0236_hash,HR_SIGN_0236
0x0000000000000000000000000000000000000237,EMP1236,NSMIT WIXEVR,HR,Engineer,104072,87,54,43,62,53,60,4,Yes,8,46.6,No,0,1,0xb13b6f10c5344be828c8c7d86a4d379577f8d2ee,0x5c1dd708dd32c92d2bbf15d8121ff531e8cfd0f5,No,2026,False,237,zkproof_0237_hash,HR_SIGN_0237
0x0000000000000000000000000000000000000238,EMP1237,SKGHY NBVZMX,IT,Coordinator,53494,70,40,57,64,87,76,8,Yes,9,63.9,No,0,0,0xce98386258a8e270f8ab78b329bc56decd9ee398,0xbb84a5391485c239dc799cdab69b1b6e61384ae5,No,2026,True,238,zkproof_0238_hash,HR_SIGN_0238
0x0000000000000000000000000000000000000239,EMP1238,XIWKW WLYOLL,R&D,Engineer,76911,60,35,54,61,66,45,8,Yes,9,49.2,No,0,0,0x744b41a1236c6f2a456b68368c2efec166c85ad2,0x2b7608aab386909ca4ea653b39a08e4e7c6d5b99,No,2026,True,239,zkproof_0239_hash,HR_SIGN_0239
0x0000000000000000000000000000000000000240,EMP1239,NTDGQ AKHKCW,IT,Analyst,113167,65,37,26,72,62,62,20,No,2,41.6,No,0,1,0x0b82b9e29a644b130fc5c33933ba1771e7287fc3,0x72d22d728bb8aae1aaf5aa49d33e3c992e295751,No,2026,False,240,zkproof_0240_hash,HR_SIGN_0240
0x0000000000000000000000000000000000000241,EMP1240,XDWZE CMLHAT,IT,Engineer,33680,82,38,61,96,76,46,16,No,1,53.5,No,0,1,0x375a300d0c9e0d8e0741d48541d37499d48ed31d,0xa7eaa34abc75ef5af687770aab3f45cdb0c068ac,No,2026,True,241,zkproof_0241_hash,HR_SIGN_0241
0x0000000000000000000000000000000000000242,EMP1241,EJGGR ESETLU,R&D,Engineer,110070,88,45,43,90,99,60,7,Yes,4,55.4,No,0,0,0x8d302c17e22a889d3d6785ce66553c5e79006b89,0xadfc539742bbd1d08664c80951a41c4f2a9da466,No,2026,False,242,zkproof_0242_hash,HR_SIGN_0242
0x0000000000000000000000000000000000000243,EMP1242,PNWQH IQDMGQ,HR,Analyst,74300,92,56,39,67,84,80,11,No,3,56.7,No,0,4,0x9833b16ca9a9c4084cedb074a6b48467c6320b80,0x6203655db4fce629696cbd8336596e9516032626,No,2026,False,243,zkproof_0243_hash,HR_SIGN_0243
0x0000000000000000000000000000000000000244,EMP1243,NRQZY ZWCDSN,IT,Lead,33068,81,38,35,47,92,65,17,No,5,52.4,No,0,0,0x0631ca0b9b9851cc05209c6749be841480b85412,0x0fe3f7c5a5677a7545114d9181cce560d52dffdb,No,2026,False,244,zkproof_0244_hash,HR_SIGN_0244
0x0000000000000000000000000000000000000245,EMP1244,BHSVT WCBZHW,HR,Intern,133304,91,35,64,65,84,71,19,No,0,63.7,No,0,0,0x5fadcdcf12e0ac0022a4b36605404306f6b06af6,0xae2fd5e87b1e53d0272bfa7895f59f30108d02a5,No,2026,True,245,zkproof_0245_hash,HR_SIGN_0245
0x0000000000000000000000000000000000000246,EMP1245,BOXNG SBVCFE,Marketing,Manager,89882,88,34,98,70,93,65,9,No,8,78.1,Yes,2,4,0xf40ae90dded3586f6ce2cee87ef4d123b6c580ed,0xfd079045933ea90a8c0c26f633d85eef38d83d7a,Yes,2026,True,246,zkproof_0246_hash,HR_SIGN_0246
0x0000000000000000000000000000000000000247,EMP1246,PIGRD SVGTCU,Marketing,Intern,89011,77,47,23,47,57,49,24,Yes,7,36.0,No,0,2,0x93697227686ea6001d5de0a83c450897d73bdca9,0xaa0fe8f382f9c009c25f16a6cc352335ec00691d,No,2026,False,247,zkproof_0247_hash,HR_SIGN_0247
0x0000000000000000000000000000000000000248,EMP1247,ZOSGE WJRZTF,R&D,Manager,137172,82,44,76,87,99,62,18,No,9,69.7,No,0,3,0xea2ae21a0ed6cc4bbdb1d7d6afc5a4a61e8c6f4f,0x22348e859232f438d7845d590d7902cb3f4fd9ea,No,2026,True,248,zkproof_0248_hash,HR_SIGN_0248
0x0000000000000000000000000000000000000249,EMP1248,YGDHI OUYQZY,Engineering,Analyst,101332,80,54,78,95,65,80,15,No,9,69.1,No,0,2,0x0d90de470239f442c1d20506f27eaa6fb99d8753,0xd0ddb07dc2407718f6c3c8bdcb72e27d85dd396f,No,2026,True,249,zkproof_0249_hash,HR_SIGN_0249
0x0000000000000000000000000000000000000250,EMP1249,KXURJ CVNRKW,IT,Manager,59362,63,54,99,56,55,70,19,No,4,72.0,Yes,2,1,0x14a31b8335c3b8853272d2cc3e9db26eba01158e,0xfbf3fb36f7c3c1ae2127ab23cd99b1fc2e687e69,No,2026,True,250,zkproof_0250_hash,HR_SIGN_0250
0x0000000000000000000000000000000000000251,EMP1250,UJQVG QARKWB,HR,Coordinator,101428,69,53,41,40,90,82,0,Yes,2,59.2,No,0,1,0xec4bc691ec7efc00dfa326bad6546d6e0a6a29ea,0x1d1ba900112a03a8fcb3679e0b53afd0f5800222,No,2026,False,251,zkproof_0251_hash,HR_SIGN_0251
0x0000000000000000000000000000000000000252,EMP1251,OQOEH JQKIGC,Marketing,Coordinator,149500,81,55,97,84,65,67,19,Yes,2,72.1,Yes,8,4,0x1045007e271a5b197b542e277ddc38f389763e90,0xa888058ba41c9467049b406b230c0db346842372,No,2026,True,252,zkproof_0252_hash,HR_SIGN_0252
0x0000000000000000000000000000000000000253,EMP1252,SNKOS OIVWRY,Marketing,Engineer,52998,76,37,4,42,99,69,8,No,5,42.6,No,0,1,0xa37fd708f0ce7783508a0ddc7e12f72f604ecb5e,0x61c977ed12f55cf1223e56033f3f442e3e53a94f,No,2026,False,253,zkproof_0253_hash,HR_SIGN_0253
0x0000000000000000000000000000000000000254,EMP1253,NWCHB FMINWA,R&D,Developer,101057,70,58,9,75,82,98,20,No,5,49.9,No,0,3,0x06e8f21224b9ca480c74d728273b7831346f2562,0x65a6283c69192864547eb674311d05453e4d4a03,No,2026,False,254,zkproof_0254_hash,HR_SIGN_0254
0x0000000000000000000000000000000000000255,EMP1254,TAQPV EPOUHC,Marketing,Developer,45366,98,58,91,87,53,66,5,No,5,67.3,No,0,3,0x79ab3962acdeacd2b1cd214d2dd2bbb5c40e14ab,0xb16db673e9c0a4f18d19cc18332f0aea61d00adb,No,2026,True,255,zkproof_0255_hash,HR_SIGN_0255
0x0000000000000000000000000000000000000256,EMP1255,GEEEQ CSWDBE,IT,Coordinator,110713,82,55,7,97,72,57,19,No,8,35.1,No,0,0,0xc0155a71c8237a28896f9321c5fbf8cf8bac1a7d,0x2d4a178398f84d7b275444ee2843ac45a5435dcb,No,2026,False,256,zkproof_0256_hash,HR_SIGN_0256
0x0000000000000000000000000000000000000257,EMP1256,OSSHU FNTBJJ,IT,Intern,111465,98,41,1,73,71,56,2,No,8,32.2,No,0,1,0xbcadc89a776cc13843c781506aee24182f64fe6b,0xb56e78deb4f4aab46c0f8428512fbf0b3dda80e2,No,2026,False,257,zkproof_0257_hash,HR_SIGN_0257
0x0000000000000000000000000000000000000258,EMP1257,FNBKG UFLFLB,Operations,Manager,85478,70,59,84,49,75,78,12,No,3,72.3,Yes,11,0,0x7cf88752c711142ad40136491b4ccba88653818f,0x2ce595ec93de0f365668f32b690e4b64aeb38a01,No,2026,True,258,zkproof_0258_hash,HR_SIGN_0258
0x0000000000000000000000000000000000000259,EMP1258,KOLYH XACRUO,Engineering,Intern,121088,90,59,2,90,51,61,8,Yes,9,30.2,No,0,0,0x06f424d3c2f0d672aa93bdad16c50f2bf8c0926d,0xddf04baae0284ff91379db3b235e55cb9a23a8d7,No,2026,False,259,zkproof_0259_hash,HR_SIGN_0259
0x0000000000000000000000000000000000000260,EMP1259,GTHJF ISSTNK,Engineering,Coordinator,60251,69,55,7,80,53,99,21,Yes,6,43.7,No,0,0,0x51bec137c711ce81ab23625193e04de020ee9527,0xe4ec84a6598691474cf289fd3e5a39578f7ab4d2,No,2026,False,260,zkproof_0260_hash,HR_SIGN_0260
0x0000000000000000000000000000000000000261,EMP1260,BPMOF AMRHYE,IT,Coordinator,81617,93,47,67,63,74,46,21,No,2,55.6,No,0,0,0x10d482a49d0038368359a0683518abed0d38636b,0xdad67927cb90c60d9ccbfce40b41dcd0c0e94893,No,2026,True,261,zkproof_0261_hash,HR_SIGN_0261
0x0000000000000000000000000000000000000262,EMP1261,LDODS HGWBQY,R&D,Intern,140370,78,40,37,96,94,48,9,Yes,4,48.4,No,0,4,0xda1f6e76788ed7423958b26c2d4737a47031ad5b,0x4b6aa818312c3d932eb8dd5689a99cc10630f279,No,2026,False,262,zkproof_0262_hash,HR_SIGN_0262
0x0000000000000000000000000000000000000263,EMP1262,KECHO SOPNRN,Engineering,Analyst,143530,62,53,46,81,95,53,9,Yes,9,54.2,No,0,4,0x9eb0e848fc1f355fa0857a98ecd4135b4a6bc6a6,0x93a2bda92fb17ea8db36a33c823c76ac2919a091,No,2026,False,263,zkproof_0263_hash,HR_SIGN_0263
0x0000000000000000000000000000000000000264,EMP1263,ITAYI ABFJMH,Operations,Intern,35592,82,40,59,80,61,71,12,No,6,57.7,No,0,0,0xd458bd805050c0e040b6348b27db3b2d399101f2,0xd4884a38eb077d8e77d767d209a21ef298f45eb3,No,2026,True,264,zkproof_0264_hash,HR_SIGN_0264
0x0000000000000000000000000000000000000265,EMP1264,MSDGC PTMGTA,Finance,Coordinator,68240,71,47,65,63,60,85,24,Yes,4,63.9,No,0,3,0x8bcc59cdefb5579be50d9fc46cbe8bc22eee757b,0x180504f72bb6477c48a196c1e4fbd74450353e58,No,2026,True,265,zkproof_0265_hash,HR_SIGN_0265
0x0000000000000000000000000000000000000266,EMP1265,ZOZGX PKMRKB,IT,Intern,77627,81,46,92,86,79,53,13,No,5,69.0,No,0,2,0xe9e41eb07f49424ed11e058cd9d2c09669bde03c,0x85945e4486b2ea0fa4d071166c54ec61cef11b2e,No,2026,True,266,zkproof_0266_hash,HR_SIGN_0266
0x0000000000000000000000000000000000000267,EMP1266,JEJGR UXKSSW,IT,Lead,98849,93,50,70,40,70,50,2,No,7,57.7,No,0,4,0xd87d241d50d63c3ccd2b435d8af66d175b883efd,0xf8ae1c87d022be4068d05f84130cfd80f2304c69,No,2026,True,267,zkproof_0267_hash,HR_SIGN_0267
0x0000000000000000000000000000000000000268,EMP1267,WMFQW RLULMS,HR,Intern,146937,65,55,22,55,83,50,12,Yes,8,41.2,No,0,3,0xf605389c9891def1d887a31791569b221dc167a6,0xaecffec2fb8dfc1d46ffc9fb8294443d7761b0e7,No,2026,False,268,zkproof_0268_hash,HR_SIGN_0268
0x0000000000000000000000000000000000000269,EMP1268,PHTXX IXVDGB,Engineering,Analyst,84781,84,50,71,72,69,42,5,No,3,55.1,No,0,2,0x067689e9194af221968a2cabdeaa0e3455a1f864,0x00c5798607d70ce6f111f8bf8af9b21545adfdca,No,2026,True,269,zkproof_0269_hash,HR_SIGN_0269
0x0000000000000000000000000000000000000270,EMP1269,IAQRG RTTOPK,R&D,Coordinator,73492,88,46,48,69,57,51,17,Yes,9,46.8,No,0,4,0x012fa36012b5c89ff9273583e69dfa7061f4a782,0x7bb828e599f079cbc43256957247371abfd2e6cd,No,2026,True,270,zkproof_0270_hash,HR_SIGN_0270
0x0000000000000000000000000000000000000271,EMP1270,GZKBE WKAECO,Marketing,Coordinator,60582,77,47,98,78,64,55,24,Yes,3,68.8,No,0,3,0xe85deb7ac97a6c52bc8767ca474ac558c550edff,0x5c56abf6107a9384a4f83548b6e238478b94a5e7,No,2026,True,271,zkproof_0271_hash,HR_SIGN_0271
0x0000000000000000000000000000000000000272,EMP1271,JHHSK YILLAH,Marketing,Developer,98569,65,59,64,85,84,74,11,No,2,64.8,No,0,2,0x3005d635dbda833bbf8a5d0211e89be67b51fbad,0x6f1df7ce9797fe23c6335640b04525e3f217437c,No,2026,True,272,zkproof_0272_hash,HR_SIGN_0272
0x0000000000000000000000000000000000000273,EMP1272,CPEIG GEPLBG,R&D,Coordinator,96135,89,31,0,43,63,55,6,No,6,29.7,No,0,4,0x4f4b020aa026af76e03d6fdef62db5add150802a,0xb271a2d9d38c065126336a42b20004299612de5b,No,2026,False,273,zkproof_0273_hash,HR_SIGN_0273
0x0000000000000000000000000000000000000274,EMP1273,FCAGD XOGSXC,Operations,Analyst,94318,72,59,20,94,74,82,19,No,4,47.8,No,0,1,0x3bc0b60f1730aed1629e061758ae0b3024b1ae64,0xf70fafca89fa3e6d028ff5ec607851be2f15c976,No,2026,False,274,zkproof_0274_hash,HR_SIGN_0274
0x0000000000000000000000000000000000000275,EMP1274,SGFYJ NFDWWC,HR,Engineer,110139,91,49,8,76,82,84,9,Yes,1,44.9,No,0,1,0x446dee32481d5b39002abc6d41985e8fafe6cc60,0x6ec3a400ed54226e9e65bf12721959fd150015de,No,2026,False,275,zkproof_0275_hash,HR_SIGN_0275
0x0000000000000000000000000000000000000276,EMP1275,QWLNX YDSZKB,IT,Manager,94437,89,47,87,65,98,54,21,No,8,71.4,Yes,9,1,0xf936a63d9c90731994a3b79dd3f32e72a56a7107,0x2a03d1b414bf13fb68c585f2effd7139f8d9e668,No,2026,True,276,zkproof_0276_hash,HR_SIGN_0276
0x0000000000000000000000000000000000000277,EMP1276,UFYGR IVACPY,Marketing,Intern,48375,65,46,20,49,86,93,18,No,9,54.0,No,0,4,0xf49b80f5891a7d0e9c1e5db89a25658311a0d1be,0xd2f27b897db1579d528b249c328b9192d253d01f,No,2026,False,277,zkproof_0277_hash,HR_SIGN_0277
0x0000000000000000000000000000000000000278,EMP1277,IDBIA OXBJLA,IT,Engineer,134399,98,59,79,40,90,53,2,Yes,4,65.9,No,0,2,0x75946a9562293b4b6e0d23e2b5afacb656bd73aa,0x6d43e5443e219f58146df9292115170b8c0bcd1b,No,2026,True,278,zkproof_0278_hash,HR_SIGN_0278
0x0000000000000000000000000000000000000279,EMP1278,FODAP ZZHVDR,R&D,Lead,42934,69,31,66,73,87,85,22,Yes,4,69.7,No,0,0,0x4a9214cee09b99c955650b086cab6956d25d3f9d,0xbc8f083785733a548f1d321172602800aa99324a,No,2026,True,279,zkproof_0279_hash,HR_SIGN_0279
0x0000000000000000000000000000000000000280,EMP1279,ZKZJO XETJEE,Operations,Intern,84885,62,30,97,78,55,40,16,Yes,7,62.5,No,0,1,0x22261d21cb30afda452b8421b87a990884f97505,0xc976ef6d801d8c85121ccb5a483bc4cf2fd53448,No,2026,True,280,zkproof_0280_hash,HR_SIGN_0280
0x0000000000000000000000000000000000000281,EMP1280,EILIZ DEJOYX,Operations,Analyst,45654,61,35,28,58,81,76,6,Yes,1,50.3,No,0,0,0xaf0d2de7142a9ac3b82ca7d493ceacb64ca96328,0x2855f56b43efbf59f147fdea1b80c910f6f14605,No,2026,False,281,zkproof_0281_hash,HR_SIGN_0281
0x0000000000000000000000000000000000000282,EMP1281,YWIER GXCIYJ,HR,Analyst,55772,97,59,52,87,74,58,8,No,4,53.4,No,0,2,0x7a19be2ef4e3272229030db19522f3717e1b47a9,0x7aa6d66a2665a51f1cb75a8cd55152403f2fc9fa,No,2026,True,282,zkproof_0282_hash,HR_SIGN_0282
0x0000000000000000000000000000000000000283,EMP1282,BDOTG PWLRLN,IT,Analyst,95175,90,58,42,93,79,89,10,Yes,3,59.6,No,0,4,0x1039c4cfc652b5a3407631f5263d89dadcec38ab,0xf1a017a7f91c52e313608a2f507f2d0d480d36db,No,2026,False,283,zkproof_0283_hash,HR_SIGN_0283
0x0000000000000000000000000000000000000284,EMP1283,WXTVP UZNJPV,Operations,Developer,42709,68,34,77,92,73,92,24,No,7,73.7,Yes,5,0,0xc7f674b9860476a1e0aee8fbbfdb0e7f24675d65,0xf6b97ccd7ea830de966bb37f62fdbf99c0ec9c1d,No,2026,True,284,zkproof_0284_hash,HR_SIGN_0284
0x0000000000000000000000000000000000000285,EMP1284,MRVGE FVLRWB,HR,Analyst,121841,92,40,46,63,71,77,15,Yes,6,56.3,No,0,2,0xf2e50535515709aca1b611ff665d73a9d1d9f202,0xea4a0d3a35e87352ac33835f772cbadddf131cd7,No,2026,False,285,zkproof_0285_hash,HR_SIGN_0285
0x0000000000000000000000000000000000000286,EMP1285,NFWDF GQVRNM,Engineering,Lead,142979,98,34,62,66,56,71,2,Yes,0,57.3,No,0,1,0x8e99e4910fb63ba549303cd102461e8b8a65f79e,0xc62132e9df8fa1579c661fdbe81e01060e9d20ae,No,2026,True,286,zkproof_0286_hash,HR_SIGN_0286
0x0000000000000000000000000000000000000287,EMP1286,PXXLP XXRKJY,R&D,Lead,52472,60,34,24,59,95,52,19,Yes,5,44.7,No,0,2,0x32d5400c403b84334ca4ad09b9ad2c6ff7b879ac,0x30b7fe63d2479477d4d3a4005f45c0d02b93bd1b,No,2026,False,287,zkproof_0287_hash,HR_SIGN_0287
0x0000000000000000000000000000000000000288,EMP1287,QEPEZ YSEYKK,IT,Lead,76933,78,38,99,59,97,98,14,No,0,88.4,Yes,14,3,0x93d6f7ae9cb9b99db680f099a37a1330faafd38f,0x1953db83bb68d234c95a981108237a17283f75f5,Yes,2026,True,288,zkproof_0288_hash,HR_SIGN_0288
0x0000000000000000000000000000000000000289,EMP1288,RBGHN EMKEUG,IT,Lead,36833,97,35,49,59,92,46,16,Yes,9,52.7,No,0,3,0x87787356bb6cc2d75dedbfd7c71eba1b01bb4314,0x1e70f1b18e165b8cbd34ea517290757fb93e5d98,No,2026,True,289,zkproof_0289_hash,HR_SIGN_0289
0x0000000000000000000000000000000000000290,EMP1289,MNKBG XAUQEV,HR,Developer,139323,78,42,39,58,86,52,4,Yes,2,48.6,No,0,0,0x11f241377a2f862bba605388fda2b145dcdb180a,0x61f961d66b912185cf174040158db3799d661de2,No,2026,False,290,zkproof_0290_hash,HR_SIGN_0290
0x0000000000000000000000000000000000000291,EMP1290,VKQXG YKZBRJ,Operations,Developer,75244,69,59,64,89,98,54,24,No,6,62.0,No,0,4,0x72107ab1ba185ea75ae6e1e33dc4037d04cb0033,0x8afd3b56342c7a5e95ca14623d8322462800156c,No,2026,True,291,zkproof_0291_hash,HR_SIGN_0291
0x0000000000000000000000000000000000000292,EMP1291,UIDXO QESNGX,HR,Analyst,55510,76,52,27,64,62,70,1,No,8,45.0,No,0,0,0x10a22bc2e5d2f1feddfa779b8e6870ed9af4c056,0x9223882f72e4306b597991392c650e6900d70437,No,2026,False,292,zkproof_0292_hash,HR_SIGN_0292
0x0000000000000000000000000000000000000293,EMP1292,YDXPP XEKVOB,Finance,Developer,129719,63,48,17,43,93,40,22,Yes,5,37.9,No,0,4,0xf6f10380de33cbccca6edfb15e7d28d2f75a4221,0x892947e1f89cfc3fc38f52887e8cf27422e372f4,No,2026,False,293,zkproof_0293_hash,HR_SIGN_0293
0x0000000000000000000000000000000000000294,EMP1293,HQSZT SPKRKN,Engineering,Engineer,34333,66,32,57,92,70,75,8,Yes,6,59.9,No,0,3,0x0f8e20fa8f3e4e1745746bee4e3ae7dea3933367,0xc502d8091d04cf41976876ccde73a032ae3498a8,No,2026,True,294,zkproof_0294_hash,HR_SIGN_0294
0x0000000000000000000000000000000000000295,EMP1294,XSKPM FSMRUT,Engineering,Analyst,69281,96,40,15,63,59,97,10,Yes,6,47.5,No,0,2,0x2671cc437f5660ac226358842ef8ab8e9c54582d,0x015fa45900789674b57c3f5fb5f35cb3dd981743,No,2026,False,295,zkproof_0295_hash,HR_SIGN_0295
0x0000000000000000000000000000000000000296,EMP1295,OUMVL PIDDCP,R&D,Analyst,55971,90,36,51,55,62,60,5,Yes,5,51.3,No,0,1,0x41442b2de6016cd9981f13cd1168d0677b4cbd30,0x2a6d383da92eafd1715da74212153be2cb0cde34,No,2026,True,296,zkproof_0296_hash,HR_SIGN_0296
0x0000000000000000000000000000000000000297,EMP1296,QDZQF LBZJUH,Engineering,Lead,149585,92,48,10,60,50,93,15,Yes,4,42.3,No,0,2,0x39b959ace278c90afcd938311591833b09208831,0xbd04503cd893aebc399da5aff6131a62fe951325,No,2026,False,297,zkproof_0297_hash,HR_SIGN_0297
0x0000000000000000000000000000000000000298,EMP1297,XKQVM XZAJNN,IT,Lead,141380,65,33,63,67,84,91,3,Yes,2,69.5,No,0,1,0xb940ac8ca4914a87a8038a31085f0987bd6fc677,0xf6f720fcda80f5d407db4209d23ab7123a9e3227,No,2026,True,298,zkproof_0298_hash,HR_SIGN_0298
0x0000000000000000000000000000000000000299,EMP1298,LDUEA FMLNZJ,IT,Developer,96286,68,53,59,55,54,99,20,No,6,64.7,No,0,1,0xeb056c8b5298d11cd00f478c334af2c3fe319760,0x8263d0fc8db8c0e90df7746421eb047c82055ad4,No,2026,True,299,zkproof_0299_hash,HR_SIGN_0299
0x0000000000000000000000000000000000000300,EMP1299,WLBZH FNELVF,Marketing,Developer,66338,94,49,53,69,80,41,13,No,7,50.2,No,0,3,0xbd651b032cb7ffe41e72a3bb86c9321d6608f54c,0xc687670c7e404a57a189a151840ff3e1ea312926,No,2026,True,300,zkproof_0300_hash,HR_SIGN_0300
0x0000000000000000000000000000000000000301,EMP1300,PSMWW YJOKJX,Marketing,Developer,96025,80,32,95,55,59,46,20,No,7,64.3,No,0,3,0x01d6728821c57d9438ea80ecf2820511a930d9f8,0x6e1e7dffafef7032956a37765a8f82467054f800,No,2026,True,301,zkproof_0301_hash,HR_SIGN_0301
0x0000000000000000000000000000000000000302,EMP1301,MQDWL FROCPV,Operations,Developer,107562,66,58,76,89,65,96,1,Yes,7,72.9,Yes,13,0,0x89d2e87193d3c6ecb333189e4656f312fd9f42ad,0x3cfff80130065e8ee73325fccdc3a622a5d20f48,No,2026,True,302,zkproof_0302_hash,HR_SIGN_0302
0x0000000000000000000000000000000000000303,EMP1302,WAVTM SCDUWM,R&D,Coordinator,35302,89,58,40,70,99,90,21,No,4,63.2,No,0,2,0xf607c8665770703a4f1204c3a15518b88b92be97,0x8af06fc6524df189640ad604f5c0a694614662c4,No,2026,False,303,zkproof_0303_hash,HR_SIGN_0303
0x0000000000000000000000000000000000000304,EMP1303,DLMWA KQEJOG,IT,Manager,64888,62,54,73,47,57,76,2,Yes,7,64.1,No,0,2,0xc71e343ec25d97779c0bf2dd6b9aee8046364a2d,0x05ea11b274a34b28d12da94b2b363bf868ccda57,No,2026,True,304,zkproof_0304_hash,HR_SIGN_0304
0x0000000000000000000000000000000000000305,EMP1304,NJRSQ JBSTEY,IT,Intern,78545,60,41,99,74,75,86,15,No,2,80.6,Yes,12,0,0x51cdca2bf0495254bfd0e897245d20b6351b548f,0x94c0e9c5868f9453c2848f408d88deb5a91126cd,Yes,2026,True,305,zkproof_0305_hash,HR_SIGN_0305
0x0000000000000000000000000000000000000306,EMP1305,WSQGH RKCVFK,Engineering,Developer,70734,85,50,91,41,81,83,13,No,0,77.5,Yes,13,1,0x52ad86e5d85ea43bfb26a4d52b4daaa2b2df7430,0x1711d0f998c2b7e383833d7cea69b12ad4bfc068,Yes,2026,True,306,zkproof_0306_hash,HR_SIGN_0306
0x0000000000000000000000000000000000000307,EMP1306,HIWYP YZAZHX,R&D,Lead,61886,78,32,58,67,62,55,7,Yes,2,52.3,No,0,2,0x0844f993993091c39d84f0a3b8a7235b055eaf9c,0x11c1f218c5aeaceae27e9785fcc5dfb269644ddd,No,2026,True,307,zkproof_0307_hash,HR_SIGN_0307
